gene,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4
MTL5,2.70445,4.03153,0,0,0.155072,3.0097,1.8212,7.3988,3.40585,3.09254,3.09097,0.242963
MTM1,0,0,0,0,0,0,3.9167,0,0,0,0,0
MTMR12,0,0,0,0,0,0,0,0,0,0,0,2.54742
MTMR4,0,0,0,0,0,0,16.6428,0,0,0,0,0
MTMR6,5.55376,6.42559,3.84112,3.05776,2.668,2.53272,8.53573,1.04316,0.415963,2.15214,2.4963,1.25991
MTNR1A,0.437043,0,0,0,0,0,0,0,0,0,0,0
MTPN,34.5231,45.8038,19.2172,40.8508,14.6192,31.7768,50.5561,25.6234,6.93497,7.55016,11.5023,5.21511
MTRNR2L1,6.63802,0.129335,0.190847,0.0569806,4.03366,0,5.62513,0,0.0834081,0.0931321,0.114076,0.0700703
MTRNR2L8;RNF141,0,0,0,0,0,5.17956,0,0,0,0,0,0
MTSS1L,14.719,17.8642,15.4642,11.6091,15.5986,12.7671,6.88866,12.6665,4.56445,4.90243,3.63518,3.71714
MTUS1,0,0,0,0,0,0,14.7539,0,0,0,0,0
MTX3,0,0,0,0,0,0,0,0,0,0,0,0.415549
MUC1,0,0,0,0,9.39777,0,0,0,123.306,0,0,0
MUC16,175.379,317.667,216.609,531.193,1.27721,125.277,1.99632,75.3949,243.026,119.087,0,0
MUC5B,118.487,83.9649,274.959,0,0.080901,5.86112,0.0303663,11.5973,0.137556,0.507742,0.245149,2.83562
MUL1,11.7223,17.6358,9.55039,14.6061,7.76766,12.1079,15.0186,5.77205,2.16215,3.56722,0,0
MUM1,23.4241,17.3884,21.3501,14.4467,15.8098,10.0167,5.06701,15.4677,9.23468,5.77411,5.1527,4.25687
MUM1L1,0.831477,0,3.31052,0.253936,1.21763,4.09116,1.29308,0.311097,0.0977938,0,0.101313,0.0595158
MUSTN1;TMEM110;TMEM110-MUSTN1,61.6469,7.47161,6.08528,2.66384,64.4049,2.95328,3.78813,2.47536,4.38009,1.8511,2.23999,12.6524
MUT,7.56926,9.30669,0,5.58214,5.57284,6.708,6.49369,4.17745,2.78112,0,2.64105,2.54744
MXI1,0,0,0,0,0,0,0,0,0,0,7.27947,0
MXRA5,6.74882,23.5162,0,0,1.56028,18.533,32.8234,17.5779,0.19361,0,8.66147,0
MXRA7,40.3483,32.0351,23.0134,27.2169,85.0738,30.7126,20.2369,0,0,3.82368,0,7.71483
MXRA8,14.6508,14.9418,23.6328,0,95.6468,45.7972,18.1128,13.1111,6.10489,20.7254,8.6227,0
MYADM,69.3399,69.6843,22.6833,25.6601,0,62.0469,52.2635,0,0,58.1672,27.1566,0
MYB,6.17055,6.78642,5.10624,3.59125,0,0.273483,0.521139,1.0524,2.75797,1.64252,0,0
MYBL1,0.762117,0.491369,0.0730209,0.28926,0.143333,0.578178,0,0.671146,0,0,0,2.14862
MYBL2,0.872004,2.45716,0.219471,2.52993,0,2.52146,36.0792,7.43489,4.30446,14.1742,0,0.399262
MYBPC2,2.56277,0.142585,0.107613,0.332043,0,0.372052,0.0194076,0.340279,0.0532463,0.150638,0.0937743,0.121766
MYC,81.8122,52.4432,31.9128,70.1749,14.3284,0,53.9345,28.5278,36.287,49.2174,16.0227,6.13407
MYCBPAP,0,0,0,0,0,0,0,0,1.10018,0,0,0
MYEOV2,305.195,513.979,490.644,520.762,558.549,301.282,731.317,399.652,66.7891,120.799,191.4,118.321
MYH10,0,32.092,0,0,0,20.4154,0,0,0,0,0,0
MYH14,19.4558,46.8413,25.7084,41.4637,0.242212,16.1428,0.471542,29.378,0,27.0392,11.1168,6.87193
MYH9,0,179.674,79.3884,0,75.5183,166.511,151.293,93.9018,102.099,16.4169,101.722,0
MYL12A,303.682,325.198,190.837,360.559,96.8992,182.818,300.883,113.964,53.1848,109.559,105.944,69.5599
MYL12B,250.661,383.631,251.481,309.923,141.385,177.158,295.153,185.592,59.0794,103.55,153.512,100.188
MYL6,1488.38,1190.96,855.163,954.829,3317.67,1145.97,1759.08,972.989,193.777,520.359,419.188,0
MYL6;MYL6B,0,0,0,0,0,0,0,0,0,0,0,392.846
MYL9,1085.95,213.239,128.75,19.4947,2291.12,439.137,111.335,105.016,73.4474,51.1315,98.2038,118.328
MYO10,6.42981,10.5865,12.3658,10.5913,0.879492,17.3468,3.52782,16.2418,0,0,0,15.7424
MYO16-AS1,0.0271257,0.319384,0.0436047,0,0,0.0751841,0.570789,0.0230745,0.0249153,0.64572,0.0178692,1.27122
MYO1B,6.77275,4.22867,3.73293,5.55392,5.11918,4.79061,40.9505,2.92886,1.25452,3.52269,7.99646,0
MYO1D,18.9068,27.9373,12.558,15.8846,3.62837,10.7845,17.5425,8.05972,0.678717,2.17744,0,0
MYO1E,0,0,10.7071,8.29626,3.18066,6.77588,0,6.67207,3.83626,5.20897,3.46616,3.63743
MYO3B,0.811472,0.92136,0,0.194842,0.0217188,0,0.543379,0,0,0,0.373985,0.432929
MYO5B,0,14.1363,0,0,0,0,0,0,0,0,0,0
MYO5C,13.934,0,0,25.5147,0.849952,10.3771,4.01835,20.1619,16.6539,7.9885,0,5.11016
MYO6,7.27783,23.1288,21.9051,19.1072,5.79659,0,0,14.4231,0,7.90322,10.6536,14.0124
MYOCD,4.20527,0,0,0,7.20974,2.30381,0,0,0,0,0,0
MYOF,77.7713,120.743,0,137.624,28.38,49.7118,20.9179,33.0735,106.101,0,0,0
MYOM1,3.29562,5.65916,14.4752,14.4189,0,0.314356,0.0976063,0,0.0648798,1.11886,0,2.09825
MYOM3,0.595076,3.64292,5.08632,0.0981424,0.0191099,0.0522839,0.278062,0.0371229,1.58582,0.033086,0.125085,0.473492
MYOT,0.0153151,0.168633,0.610917,0.0159723,1.68614,0,0.0169935,0.0790946,1.20544,1.35126,2.11258,0.0618351
MYOZ3,0.185743,0,0.709274,0.0121796,2.1936,0,0.254663,0.24543,0,1.48614,0.103336,0.399164
MYRF,40.8347,64.5284,39.1072,54.8742,2.23415,3.35895,6.23193,11.904,6.69477,6.99663,6.08295,1.26854
MZB1,13.0017,0.0833292,0,0.0852937,8.92634,1.2459,118.516,0.254951,3.5317,2.55535,1.14789,0.261633
MZT1,5.51238,7.14575,3.26781,6.02081,1.97,4.67516,8.29757,1.86627,0.995497,1.6147,4.84254,0
N4BP1,5.13797,7.77947,4.07612,5.20783,2.59114,6.63082,10.46,4.01269,3.3685,1.65384,2.19319,1.9454
N4BP3,0,0,0,0,0,0,0,0,0,0,1.44505,0
NAA30,0,0,2.64353,3.01029,1.59547,2.58248,6.82566,2.3843,0.352344,1.41278,0,0.517488
NAA50,0,0,0,0,0,0,0,0,0,0,0,2.00444
NAA60,13.7987,17.2155,0,12.1142,15.4145,22.0532,13.8066,13.5025,7.35042,5.53497,8.99146,4.79217
NAAA,8.73881,8.89056,7.09817,5.74517,4.97925,10.8568,23.3404,4.59547,4.92784,4.31409,5.2347,5.95608
NACA,429.624,377.586,265.83,316.585,248.565,280.958,271.732,115.395,133.777,126.876,187.087,78.1195
NACA2,103.609,50.1146,42.2781,21.4446,16.1228,16.4631,28.6386,5.11456,0,0,14.6251,3.24705
NACAP1,9.49475,4.73812,2.20338,12.4556,6.9645,2.25239,3.54292,2.63528,1.40695,1.54948,1.18409,1.29511
NACC1,11.2208,17.9972,5.09826,12.914,3.03305,16.7491,15.9396,19.5957,3.04747,0,5.74308,1.3572
NACC2,11.1444,11.0998,6.54357,6.29558,0,6.0669,5.24409,6.33944,1.20344,1.05087,2.0661,1.74444
NAE1,16.9218,23.768,12.4025,17.1612,15.0687,15.1656,0,0,0,0,7.11353,3.61074
NAF1,0,0,0,0,0,0,0,0,0,0,1.54253,0
NAGS,2.37515,0,1.8426,5.4277,0,3.27535,1.1181,0.825542,0,0.442632,0.156092,0.361777
NAMPT,0,6.7104,3.75556,6.69896,2.69202,10.1595,24.0467,3.27503,8.40181,16.0271,4.68725,13.7819
NAP1L1,0,0,111.255,95.7326,55.6248,100.59,111.353,37.0826,33.2016,10.1978,54.5084,48.1524
NAP1L4,33.9842,40.3831,24.4481,29.4699,21.7739,22.9734,34.3769,15.6462,15.9805,10.1317,18.6844,12.5664
NARF,20.9512,27.4982,20.7886,24.5305,19.2826,25.5715,22.1977,23.183,13.0414,0,0,6.25062
NARR;RAB34,0,97.7986,75.227,138.917,110.689,0,54.2992,51.2719,47.1051,21.0338,26.5701,23.1021
NAT1,2.36665,4.02131,2.24382,2.46335,0.874654,1.98828,4.68032,1.45536,2.24034,1.25486,1.30085,0
NAV2,5.68184,7.88508,11.4295,0,0.998415,0,6.96794,0,0,0,0,0
NBR1,34.8683,42.4741,22.3813,25.1759,15.6098,17.8452,21.0228,11.5359,21.4074,6.46968,8.25713,5.67094
NCALD,0,0,0,0,0,33.5715,0,0,0,0,0,0
NCAM1,5.27692,2.68494,4.18741,0.428706,13.5976,6.24486,0.648948,3.25176,0.156105,0.378016,5.29565,0
NCAPG2,0,0,0,0,0,0,7.0466,0,2.09865,0,0,0
NCCRP1,0.0260179,0.859817,0.128123,0.730651,0,12.9686,0.254712,0.167134,0.43556,0.225434,0,0.581094
NCEH1,4.70975,10.8267,4.46593,5.34458,1.01546,4.39745,15.1584,0,1.26927,0,0,3.85669
NCF1,1.03245,0.328121,0.48709,0.0547737,0,2.05403,4.6018,0.381425,0.089198,0.403313,0.312149,0.59892
NCF2,0,6.7594,4.77256,3.63085,1.87248,0,36.5348,0,2.92773,1.89503,2.99148,0
NCKAP1,31.5902,43.5852,17.0458,26.7354,19.9661,27.6821,16.2925,33.5949,0,0,12.4095,0
NCKAP1L;PDE1B,0,0,0,0,0,10.5464,20.9883,0,0,0,0,0
NCLN,0,0,0,0,0,0,0,11.4483,0,0,0,5.26803
NDFIP1,20.9522,25.3173,14.494,17.9203,12.1195,13.7935,24.6393,12.692,0,7.69889,9.14392,0
NDN,15.7195,12.2947,20.1164,1.24619,52.3113,15.0225,9.68104,1.9385,0.803913,2.56122,8.00605,4.77052
NDP,0,0,14.6271,0,0,6.2492,0,0,0,0,0,0
NDRG1,45.7882,63.8186,0,36.5484,76.9769,551.457,99.0152,0,0,79.475,0,25.4667
NDRG2,18.0107,10.5417,17.8061,15.8035,94.0977,16.7259,3.39948,19.3618,1.15343,1.98442,5.28509,2.12459
NDRG4,0,4.76545,0,1.91472,4.83829,0,4.97445,14.412,0.358557,0,2.77556,0
NDUFA11,154.623,184.62,112.686,227.076,222.216,152.935,69.7983,81.8831,15.8088,47.4353,54.2786,28.2802
NDUFA13,553.219,459.497,322.728,745.784,594.35,340.202,462.086,492.199,136.596,276.253,167.819,151.707
NDUFA4,51.9322,85.4392,403.954,91.5225,83.0685,47.9955,43.5838,41.5529,5.87766,18.0366,39.3616,12.1408
NDUFA5,27.7965,30.3628,21.771,36.7468,24.8109,18.1932,23.9186,27.8617,8.07348,7.33841,18.0096,6.17783
NDUFA6,38.2904,41.0111,22.0909,47.0771,34.9349,46.8666,57.2433,21.7806,0,20.8844,16.4587,13.3014
NDUFA7,109.297,217.627,100.817,249.15,79.2852,96.3979,71.0276,71.0568,36.9641,37.9567,70.6731,24.4182
NDUFA8,50.9484,62.1625,31.9531,54.9014,32.0479,48.5734,35.5236,23.0085,9.35919,23.167,22.6631,9.41294
NDUFAB1,0,0,0,0,0,0,0,0,0,51.6679,0,0
NDUFAF4,7.77187,4.35279,2.7588,3.74648,4.80162,4.69928,5.73743,1.52207,1.28233,1.78299,1.78863,0.962226
NDUFB10,116.361,0,71.4077,157.722,148.421,177.628,77.3683,113.789,40.7047,36.4747,51.1414,30.9607
NDUFB11,63.5076,72.4627,52.9502,142.506,79.0089,90.7995,45.1911,104.103,25.4555,50.5321,23.5669,15.8273
NDUFB3,42.6409,65.4894,39.2615,53.0885,31.5122,25.6827,72.1568,21.2574,0,0,14.665,11.3983
NDUFB4,305.174,430.682,249.336,550.804,316.775,227.149,312.329,283.295,104.659,149.958,96.9611,64.6843
NDUFB5,77.9212,87.9348,67.7386,80.6953,56.6065,70.737,111.789,43.7009,0,32.9137,22.8707,12.308
NDUFB6,61.2696,68.005,38.8113,74.6035,55.5397,55.144,67.3732,29.6379,4.64073,26.9337,25.3671,14.9169
NDUFB7,274.516,333.909,200.392,480.291,739.148,400.861,153.885,0,103.832,197.29,197.181,42.4384
NDUFS2,0,0,0,0,0,0,0,0,0,0,14.0366,0
NDUFS4,0,0,0,0,0,0,112.896,0,0,0,0,0
NDUFV2,64.9452,82.2989,32.7237,94.7232,40.6169,44.0869,59.9233,34.728,0,34.7063,0,15.5562
NEAT1,0,0,0,0,0,0,339.189,0,0,0,0,0
NECAP2,29.0368,39.1062,21.159,29.3106,0,29.5134,46.6363,11.3009,9.20954,9.39168,10.1326,0
NEDD1,0,7.05699,0,0,2.94432,0,0,0,0,0,0,0
NEDD4L,3.13477,16.6638,3.42443,5.25266,0.486913,3.64021,11.2796,3.38987,2.6439,0,4.2842,1.12326
NEDD9,24.7437,38.3352,0,24.7015,1.05756,11.1751,4.68133,7.43507,7.24332,0,0,0
NEFH,0.526964,1.9156,1.53896,0.11904,0,3.6985,0.279377,0.0820677,0.145416,0.123144,0.0827248,0.241792
NEGR1,1.88644,0.374155,0.310344,0.00870695,0,0.391777,0.727597,0,0,0,0,0
NEIL1,0,0,0,0,0,0,0,0,0,0,3.53002,0
NEIL2,15.6632,13.7425,0,0,0,0,12.6696,0,2.41832,0,4.19657,0
NEIL3,0.129585,0.417233,0.0764313,0.383663,0,0,1.93067,0.844892,2.03903,1.64735,0,0.621232
NEK1,0,0,9.24419,0,0,0,0,0,0,1.86732,3.08592,0
NEK10,0,4.04188,0,0,0,0,0,0,0,0,0,0
NEK2,3.55982,9.55544,3.00444,0,0,1.3316,5.5461,3.01648,0.762231,4.65712,4.8596,0.237533
NEK7,19.6494,14.0999,0,0,18.1964,17.7769,17.0838,4.9112,0,3.02447,0,0
NELFB,17.7298,22.4324,14.7299,19.8539,22.5474,25.1703,13.5655,14.6162,6.31887,4.93968,7.78813,2.78484
NELL2,5.94655,5.07694,3.41457,0.0694817,0.11916,0.557304,4.058,0.186218,0.0747436,1.70755,0,1.81101
NENF,39.7642,27.6334,32.9732,38.0713,120.09,31.0357,23.9494,13.3182,5.4134,13.2188,9.83437,27.3305
NEO1,21.4228,15.2385,9.52257,12.8416,5.82153,8.94306,2.78704,0,3.45959,0,0,1.5282
NES,0,7.09008,0.880053,6.36957,20.9378,12.6553,3.06731,6.08513,0.221081,2.27337,2.1308,0.849985
NET1,28.8336,78.828,26.5644,65.2325,9.24915,18.4997,12.4113,25.5946,8.2188,19.472,0,0
NEU4,0,0,0,0,0,0,0,8.55635,0,0,0,0
NEXN,0,0,0,0,0,10.8534,0,0,0,0,0,0
NF2,8.52002,12.3335,0,6.60778,3.4325,0,11.754,4.94557,2.81822,1.69252,3.00209,0
NFAM1,0,0,0,0,0,2.72161,0,0,0,0,0,0
NFASC,3.58841,0.957831,1.04289,0.606132,4.8963,2.61066,0.112776,0.463824,0.118402,0.116056,0.336233,0.853212
NFAT5,0,5.20108,0,0,2.10652,0,4.55694,5.855,0,0,0,6.21923
NFATC2,3.43884,5.51749,4.12299,2.35446,1.01156,3.737,5.29406,3.07885,1.62092,0,0,0
NFATC4,5.92091,5.74628,3.56876,3.34117,19.0724,23.8102,7.04402,33.6757,10.1766,4.38431,10.294,4.13286
NFE2L1,0,0,0,0,0,0,0,0,0,9.67364,0,0
NFE2L2,51.7497,75.4594,66.1511,47.0398,39.3989,58.2071,61.7704,27.8138,21.0101,0,21.0423,20.9887
NFE2L3,0,0,0,0,0,0,0,3.91598,0,0,0,0
NFIA,0,0,0,4.99052,19.2718,3.56793,3.33358,6.76416,0,4.96105,0,0
NFIB,15.2326,0,0,0,0,0,0,0,0,0,0,0
NFIX,19.6136,28.6303,7.613,11.7211,0,0,8.33577,0,3.4429,4.10811,10.237,2.7141
NFKB1,16.3857,17.3129,0,14.0708,21.1725,23.7527,47.1214,16.0191,12.6717,0,0,0
NFKBIE,4.83384,4.62467,3.04261,6.47897,1.50755,12.8079,12.183,8.22527,2.76745,4.36261,2.90568,6.81406
NFKBIL1,18.7656,22.2749,16.1088,23.4867,28.8768,0,5.96851,36.9494,10.3197,0,4.66581,2.18575
NFU1,24.0708,28.9722,0,21.9237,28.171,17.5412,22.2626,9.97692,0,7.04549,0,0
NFYB,9.02172,5.58999,4.37704,4.60688,6.30128,4.83625,12.4786,4.66967,0.919905,1.87755,5.08358,1.96674
NGEF,0,0,0,22.717,0,0,0,9.44772,0,0,0,0
NGLY1,11.6529,12.7931,12.6088,12.5903,3.70157,11.0519,20.3923,6.77328,4.84184,0,7.81381,7.12457
NGRN,76.2811,93.0895,73.9526,72.5731,92.5694,65.7884,61.4341,97.0303,10.2521,31.9314,17.3374,13.6108
NHLRC4;PIGQ,0,0,0,0,0,21.1947,0,0,0,0,0,0
NHP2L1,88.1926,77.3912,49.6399,87.3029,75.3753,63.3699,58.1668,34.856,10.8666,20.1037,19.6412,0
NIN,2.81334,5.20864,2.47393,2.63336,1.05427,0,8.71706,1.53422,1.45463,2.23127,3.71422,2.2568
NINJ1,23.6506,39.8295,22.1014,22.5195,46.9496,76.9359,35.5861,63.482,3.6826,15.4585,12.7176,33.6372
NIPA1,1.95593,2.86817,1.85412,2.76401,0.770283,1.71207,4.341,2.17195,0.58088,0.156776,0,0.386994
NIPA2,10.7815,14.2694,0,10.7211,4.03732,13.3647,18.1338,10.7703,0,9.03412,5.54504,0
NIPSNAP1,26.8162,33.8041,19.8965,33.9638,9.28389,34.393,17.4381,16.3624,8.02261,13.0287,9.06276,0
NKD2,0.847137,0,1.41954,0.794146,0,4.57468,0.236551,2.86797,0.250263,0,0,1.50758
NKG7,0,0,0,0,0,0,0,9.65492,0,0,0,0
NKX6-2,0.184309,0.350769,6.10318,1.47281,0,0,0,0.44625,0,0,0,0
NLGN4X,4.43124,4.72192,4.53682,1.49311,0.204717,2.65842,2.06751,0.53968,0.505557,0.213647,0.775751,1.60656
NLN,2.8417,3.20522,1.22632,2.71121,0.380724,1.23566,4.38106,1.96134,0,0,1.22776,0
NLRP2,0.0243196,0.131448,5.59157,9.80883,0,0.0810135,21.9121,3.254,0.0848859,56.7902,10.7533,0
NLRP7,0.0744692,0,0,0,0,0.989229,0.564526,0.512926,0,0,0.315693,0.077744
NLRX1,0,0,0,0,0,16.0063,0,0,0,0,0,0
NME1;NME1-NME2;NME2,740.65,856.854,590.895,961.41,509.334,752.99,976.803,470.785,167.537,325.872,365.054,241.569
NME4,0,0,34.0834,0,0,0,70.371,0,0,0,0,0
NME5,21.1659,38.3933,26.4541,16.2903,1.05835,3.20661,1.47256,2.981,0,1.47773,0,0
NMRK1,0,0,0,0,0,0,0,0,0,0,5.35376,0
NMRK2,0,0,0,0,0.705642,0.0702983,0.0908095,0,1.35631,0.0664266,0,0.397093
NMT2,0,2.81685,0,0,0,0,0,0,0,0,0,0
NMU,0,4.43782,0.416673,0.439628,0,1.8986,2.81573,5.76937,2.79631,0,3.14875,8.55441
NMUR2,0,0.91909,0,0,0,0,0,0,0,0,0,0
NNMT,0,0,0,0,13.8339,0,0,0,0,0,0,0
NOB1,42.7052,39.9664,29.3376,51.7067,14.5056,24.5228,24.2743,0,0,7.25087,7.82589,4.79459
NOMO1,3.21099,3.42286,3.19922,4.2554,2.46896,3.09604,10.8603,2.66439,0.59956,1.25417,1.73043,0.280305
NOS1,0.445774,0.0686333,1.46324,0.0249514,0.225095,0.0800442,0,0.25363,0.0465063,0.105869,0.143033,0.191508
NOSTRIN,0,3.23253,18.6724,0,4.93992,0,0.715545,0,0,0.429932,0.693679,1.95896
NOTCH2,13.6678,27.2267,11.857,10.8842,5.68614,14.9787,28.8914,7.4733,9.09945,10.1258,0,4.60345
NOV,17.7293,3.92006,0.998614,1.77065,1.97721,8.50597,2.61226,2.50986,1.17061,0,1.54567,0.828092
NOVA1,2.10071,0,0,0.212057,0,0,1.06858,6.46817,4.95605,0,8.91162,0
NPAS2,0,28.0315,0,42.7238,2.84017,11.335,9.83158,47.3959,2.92598,4.04346,5.97114,0.618388
NPAS3,0,4.88391,8.5936,9.68172,0.698888,2.42228,0.167707,6.55391,0,0,0,1.01685
NPHP1,0,0,0,0,0,2.00521,0,0,0,0,0,0
NPL,1.53922,1.67233,0,0.670456,0,10.3683,20.6831,1.32133,0,0,0,0
NPLOC4,0,19.41,13.2946,17.3122,0,15.1231,21.4677,39.2439,0,0,7.98811,0
NPM1,126.497,85.3209,69.8022,80.4837,36.643,29.2054,63.3239,23.2076,12.3602,24.5971,15.6735,5.86541
NPPB,0.346191,0,0,0,0,5.72772,0,0,0,0,0,0.129507
NPR3,0,0,0,0,0,0,0,0,0,0,0.814893,0
NPTX2,37.2994,0,42.8993,0,0.311868,9.08482,24.8671,34.4698,0.252899,0.925272,0,2.12923
NPTXR,4.0051,5.58818,1.37007,4.14387,1.75965,13.6209,2.13306,6.454,0.900575,1.08155,2.30692,0.155995
NPY1R,9.57262,0.0321577,0.0943862,0.00779688,3.40585,0,2.68108,0.0596425,0.0305599,0.10409,0,0.207022
NPY5R,0.617438,0,0,0,0.636757,0,0,0,0,0.0163834,0.0693681,0.0343725
NQO1,5.08278,10.9822,9.31001,4.60702,3.47367,18.8287,12.6017,31.0051,3.4407,4.74039,1.36155,1.63364
NR1D2,0,0,5.5627,0,0,7.39734,0,9.08708,3.80912,0,0,0
NR1H2,31.3617,38.4415,22.5381,43.6214,46.2952,31.0123,23.9966,18.086,13.7575,12.422,16.0659,8.45555
NR1H4,0.113214,0.449911,0.895873,0,0,0.249797,0.0177284,0.0549225,0.0172548,0.0165295,0,1.20093
NR2F2,30.1399,17.9449,23.4937,14.3698,53.1472,25.3807,9.22026,16.1151,13.5008,3.14624,9.49413,5.75645
NR3C2,1.0583,0.68144,0.692947,0.299448,2.53722,0.323159,0.345052,0.434086,0.886586,0.209208,0.369363,0.334619
NR4A1,15.0359,16.7599,20.9321,1.51178,115.493,27.2682,8.67169,47.8897,14.246,172.656,13.9447,123.351
NR4A2,9.25386,8.33628,4.1904,3.36668,0,5.94803,4.66106,11.1185,13.1389,20.9044,3.17381,0
NR4A3,0,0,0,0,0,0,0,0,0,0,0.720706,0
NR5A1,0.899655,4.61825,4.79513,0.353646,0,9.34297,0.05288,0.440529,0.125162,0,0.0344557,0.0273028
NR5A2,0.342368,0.160173,0.117681,0.0628211,0.196284,0.146318,0.677671,0.253078,0.0722812,0,0.130321,0.120736
NRBP1,0,0,0,0,0,0,0,27.0254,0,0,0,0
NRCAM,4.3705,0,0,0,0,0,0,3.58337,0,0,0,0
NRG1,0,0,0,0,0,0,5.04008,0,0,0,0,0
NRG3,0,0,0,2.94903,0,0,0,0,0,0,0,0
NRIP1,18.5802,0,8.8818,16.9476,2.69613,6.5353,6.23365,0.899011,1.89379,0.886759,2.46062,0
NRM,6.68265,10.2531,4.23057,8.49992,0,13.8422,14.803,27.034,7.52324,0,4.91103,6.70599
NRP1,20.4006,11.0951,16.8873,3.60991,12.8053,12.7533,21.4141,3.24215,1.93508,0,4.73864,8.79279
NRTN,0,0,0,0,0,0.817667,0,0,0,0,0,0
NRXN1,0,0,0,0,0,0,0,0,0,0,0.423138,0
NRXN2,0.840219,3.45991,2.47638,0.0644449,9.30573,7.91132,0.0452817,0.406198,0.219756,0.0612372,0.335536,0.459684
NRXN3,2.49939,2.44006,7.73747,2.45732,0.3888,1.57854,2.05575,0.178328,1.04868,0,0.369006,0.316245
NSDHL,16.3215,22.1997,12.5338,21.7212,10.4766,35.3934,13.5379,13.0559,6.25933,9.71085,6.45871,4.72854
NT5C3B,27.6063,19.7157,18.713,26.2788,42.1005,14.2709,19.6167,8.89562,9.33417,6.41703,4.92075,6.09134
NT5DC3,2.15943,2.82404,2.43132,1.67046,0.242774,1.64303,2.50442,3.02727,0.889466,0,1.82529,1.24842
NT5E,15.8072,46.8466,0,34.9735,23.7638,43.8007,15.7085,7.7706,0.542352,2.68306,2.32309,1.26882
NTF4,0.243894,0.554924,0.215281,0.271948,0,2.47357,0.377396,0,0,0.24983,0.231879,0.852378
NTHL1,15.7065,12.0593,8.50144,27.4802,15.3189,29.3725,4.43037,17.0166,0,9.18951,5.34722,1.53839
NTM,1.19897,0.692942,0.00980598,0.0187192,3.69784,4.00034,5.75624,1.47604,0.239437,1.42931,0,8.28839
NTNG1,0,0,0,0,0,0,9.28692,0,0,0,0,0
NTPCR,0,0,0,0,0,0,37.245,0,0,0,0,0
NTRK2,4.31846,1.51515,0.544699,2.90367,3.08877,0.209265,0.401841,0.0875247,0.0633989,0.424225,0.572886,0.979874
NTS,0.769156,0,0.0204338,0.0224206,1.52484,0,0,0,0.157901,0.0699598,0.31909,0
NUAK2,0,0,6.15624,0,0,0,0,14.2618,9.625,0,0,4.8195
NUBP2,21.3188,22.2236,16.966,39.6928,0,58.9881,17.9696,44.1424,5.23134,0,13.3068,5.20108
NUDC,62.7469,63.9962,50.4918,45.7619,38.1607,22.3921,31.9889,14.5022,21.8668,14.5126,23.1898,6.79034
NUDCD2,0,0,0,0,0,0,0,0,0,0,0,5.17717
NUDCD3,0,0,0,0,0,0,0,0,3.89729,0,0,0
NUDT11,0.390362,1.186,1.35859,0.075934,1.20721,1.49727,3.36459,0.10446,0.0842544,0.503896,0.403559,0.306768
NUDT15,9.62763,14.79,6.53178,11.6596,1.49643,6.69841,9.80256,4.46382,2.29681,3.28633,11.102,0.719306
NUDT2,18.6363,29.5857,17.3916,0,20.2606,18.9297,17.6805,6.59128,5.85992,0,6.63292,3.22172
NUDT21,14.1707,17.2547,7.4939,11.4604,7.43272,13.4471,18.5696,15.0211,1.74293,3.8838,5.86565,0
NUDT22,0,16.7427,14.5142,0,14.1208,31.022,18.9822,29.1943,0,9.77771,4.96271,6.14949
NUDT4;NUDT4P1,3.87219,7.02857,3.24742,3.20098,2.56969,3.02869,4.08819,1.06946,0.598532,0,2.23244,2.63003
NUDT9,8.43116,0,0,6.84222,5.25637,6.96897,6.58647,6.57725,4.09348,1.93373,3.83233,1.52931
NUF2,1.05776,2.11447,0.330887,1.80008,0.117369,1.341,6.06167,3.63344,3.10482,5.52656,7.79157,3.36383
NUFIP2,7.46312,9.04318,4.70521,6.51265,1.11256,4.57978,8.09623,3.89033,2.95579,2.20494,2.84231,0
NUGGC,0,0,0,0,0,0,2.78976,0,0,0,0,0
NUP133,0,0,0,0,0,0,0,0,0,0,0,1.94416
NUP153,7.70212,0,0,0,0,0,0,0,0,0,0,0
NUP210,10.0103,7.92478,9.4465,0,1.10575,0,0,30.3588,8.91446,0,0,2.13269
NUP210L,0.0102401,0.0155418,0.0105145,0.0102503,0.00657683,0.0111402,0.0274055,0.00882887,0,0.46202,1.78016,0.569454
NUP43,0,0,0,0,0,0,0,0,0,0,4.2503,0
NUP50,0,9.63585,6.5318,9.12463,2.02004,6.69047,10.0866,3.41828,4.64682,3.23817,5.04896,0
NUP93,10.8105,16.1312,8.57923,11.6387,7.36594,13.109,22.2214,11.864,2.13885,0,6.65126,0
NUPL1,0,10.6727,6.24527,7.59396,3.20426,6.47005,0,4.28123,1.62037,0,7.1633,4.36476
NUPR1,95.5488,72.7739,98.2342,16.0363,299.712,401.824,65.0484,90.7001,190.365,39.1324,45.8296,137.793
NUSAP1,0,0,0,0,0,4.86803,0,0,0,0,10.6349,0
NWD1,1.81585,6.93795,11.401,0.902838,0,1.13301,0.0356701,0.854256,1.90092,0.138135,0,0
NXF3,0.95229,6.14722,0,0.292481,0,0,0.0229446,0,0.0218775,0.0670261,0.168946,0
