gene,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4
NXPH2,0.0939231,0.384442,0.721549,0.0743152,0,0.0829035,0.377115,0.0448055,0.0201818,0.176929,0.187133,0.0893546
NXPH3,1.92692,0.226712,0.387615,0.0695499,7.91269,0.449828,0.354707,0.0992273,0.0452769,0.0394166,0.0415894,0.121628
NXPH4,8.47799,6.56195,1.58011,4.17454,0,1.6541,1.16143,5.43113,0.0393913,0.0908155,20.8181,0.327315
NXT2,2.50906,4.17623,2.08877,2.57062,2.03285,4.35391,7.36803,5.48669,0.502847,2.94182,3.06419,0.623889
OAF,15.9769,15.654,8.73876,7.94971,36.3597,20.6476,8.18712,6.63429,0,8.88535,6.33645,0
OAS1;OAS3,0,0,0,0,0,0,32.1895,0,0,0,0,0
OAS2,0,0,0,0,0,15.7811,0,0,0,0,0,0
OAZ1,369.895,1300.46,277.582,435.598,424.162,450.269,565.834,408.063,67.7523,138.263,85.8735,135.378
OAZ2,45.4512,45.0961,36.098,37.8627,42.6008,39.944,39.5236,43.4507,0,14.5258,20.2796,13.5053
OBFC1,0,0,0,0,0,0,2.56688,0,0,0,0,0
OBP2A,6.22375,0.526209,80.0102,4.33852,0,4.63562,0.16363,20.986,0,2.24815,3.67033,0.123785
OBP2B,4.10034,0.927876,7.63209,0,0,0.28303,0.486408,0.602241,0,0.249075,0,0
OCIAD1,0,0,0,0,0,0,87.9454,0,0,0,0,0
OCIAD2,68.7104,117.682,62.8161,154.112,4.91096,131.264,195.294,86.9319,17.133,39.3715,22.2836,0
OCLN,1.73336,3.46659,1.2433,2.10527,0,0.910181,1.1217,1.0228,0.556718,0.636184,0.543617,0.0956194
OCRL,0,8.04621,3.92781,5.74442,4.95402,0,5.12344,3.21305,0,0,0,0
ODF1,0,0,0,0,0,0,0,0,0,2.57422,0,0
ODF2,14.8461,25.0717,0,14.6031,7.52009,8.6736,11.33,4.1209,7.41173,14.6313,14.1807,3.7537
OGDH,24.2239,28.8283,11.0619,38.616,15.2999,13.9222,18.9705,15.6029,4.80746,0,12.9506,8.95209
OGFOD1,0,10.9616,0,9.0928,6.98197,6.45329,14.8511,0,0,0,0,0
OIT3,0,0,0,0,0,0,0,0,0,0,0.430239,0
OLFM1,8.3652,2.63712,2.96952,14.8495,11.2734,5.54632,5.47182,5.87445,0.0756834,0.476375,1.72292,1.29156
OLFM2,10.0303,5.09337,11.3591,23.5516,6.26455,11.9134,1.97048,0,0,4.13767,0,2.83069
OLFML1,4.35269,3.68892,0,0.205737,16.2589,6.00711,1.97209,1.63702,1.8822,1.87403,2.89099,2.7874
OLFML3,17.2518,9.03079,13.7405,0.345455,59.5302,30.1555,11.1097,0,1.49778,22.4334,21.6928,12.1996
OLR1,0.348027,2.21196,0.39189,0.572946,0.179915,10.3153,19.2273,0,1.91179,0,2.81837,0
ONECUT2,0.19581,0.139823,0.862951,0.321061,0.0061596,0.0385771,0.669361,0.769092,0.156829,0.0756101,0.156275,0.134242
OPA1,8.93084,9.99405,4.76443,6.2843,3.05261,4.8213,11.8163,0,1.93943,0,5.5517,0
OPLAH,0,0,0,0,0,0,0,0,14.3768,0,0,0
OR10K1,0,0,0,0,0,0,0,0,0,0.461379,0,0
OR1I1,0,0,0,0,1.5145,0,0,0,0,0.132201,0.223525,0.169988
OR2B6,0,0.0592597,0.0617273,0,0,0,0.215012,0.995258,0.591039,0,0,0.417919
OR4K1,0,0,0,0,0,0,0,0.145644,0.0482293,0,0.870242,0
OR52J3,0,0,0,0,0,0,0,0,0,0,0,0.85587
OR52N4,0,0,0,0,0,0,0,0,1.27712,0,0,0
OR5AS1,0,0,0,0,0.670389,0,0,0,0,0.105923,0.193009,0
OR5D16,0,0,0,0,0,0,0,0,0,0,0,1.3801
OR5T1,0,0,0,0,0,0,0,0,0,0,0,16.6222
OR7E14P,0,3.69368,2.43317,4.01254,0,2.48326,0,0,4.71753,1.13662,0,0.0552153
ORC3,0,0,0,0,0,0,0,0,0,0,0,4.65408
ORC5,0,0,0,0,0,0,0,0,0,0,0,1.50839
ORC6,0.720057,1.50971,0.559712,1.68095,0.181276,3.78766,0,2.878,0,3.49147,0,1.15327
ORMDL3,27.1719,26.5548,16.5459,17.8205,21.6489,24.6268,30.5712,14.6135,6.40452,9.91945,11.8788,4.86596
OS9,93.963,74.3177,50.0511,74.7273,50.1635,82.6259,86.7058,60.1651,33.5724,0,0,0
OSBP,0,0,0,0,0,0,0,0,0,0,5.37655,0
OSBPL3,12.0126,0,0,25.0502,0,0,7.57893,0,3.44529,0,0,0
OSBPL8,0,7.2681,3.42323,3.68093,4.76829,6.87364,9.76402,1.71563,2.71008,0,2.41571,0
OSCP1,29.3481,47.6314,27.5153,27.8932,3.91832,4.0789,2.64228,7.61678,6.64053,0,5.61776,0
OSGIN1,0.688243,1.86621,0.949092,2.51673,1.67304,6.58828,4.6696,3.83103,0.0688474,0.450088,0.397355,0.953223
OSGIN2,4.25657,6.08426,0,3.67215,1.64577,2.01027,5.86599,1.92679,0,0,0,1.22129
OSM,0,0,0,0,0,9.99328,0,0,0,2.87995,0,0
OSMR,0,0,6.52059,0,0,0,19.8579,0,0,4.12681,0,0
OSR2,9.36363,1.78024,2.08952,0.276332,115.226,5.33913,0.756121,1.2008,0.18905,0,0,3.05468
OSTC,102.048,126.887,63.922,73.1784,34.8943,86.7493,168.142,33.2642,0,23.0269,41.3098,22.9387
OSTM1,0,0,0,0,0,0,0,0,0,0,0,1.68354
OTC,0.161381,0.0466474,0,0,0.496346,0,0,0,0,0.0949633,0.139042,0
OTUB2,0,0,0,0,0,0,1.20815,0,0,0,0,0
OTX1,0,0,0,0.0935544,0,0.0950497,0.744166,1.09524,0.400109,0.07532,0.213628,0.144916
OVGP1,154.362,0.536094,1.34531,1.43274,1.17211,0,0.764996,0.634335,0,0.312231,0,0.735074
OVOL1,0.52805,0.866071,0.101735,0.682958,0,1.73888,0,0.410959,0.1762,2.82552,0.181655,0.110191
OVOL2,3.4571,0,2.18923,10.9898,0,2.70482,2.07672,7.70601,4.99186,0,5.55771,0
OXR1,0,0,0,0,0,1.17083,0,0,0,0,0,0
OXSR1,9.70488,11.5126,9.09919,12.443,2.48367,10.6471,9.15659,8.03956,0,0,11.5936,0
OXTR,15.314,0,2.10979,2.61346,0.0539342,3.50871,0.81921,0,0,1.2932,0,0.148722
P2RX1,9.62483,0.0908456,0.0406295,0.0178296,0.431228,0.23348,1.55208,0,0.166865,0.161197,0.0795316,0.608938
P2RX4,6.07566,11.2387,6.23373,7.16307,5.99392,19.9005,10.0976,8.84195,0,0,5.18252,5.16528
P2RX7,0,0,1.1509,0,0,6.60118,0,0,0,0,0,0
P2RY10,0,0,0,0,0,0,0,0,0,0,0.530147,0
P4HA1,0,49.172,0,0,0,0,81.9352,0,0,0,0,0
P4HA2,0,0,0,0,0,30.6315,0,0,0,0,0,0
P4HB,224.937,198.839,0,214.915,85.2538,246.687,402.683,191.455,54.5978,0,73.1764,77.3302
PABPC1L,0,0,0,0,0,0,0,9.01632,0,0,0,0
PABPC4,65.2044,75.6155,35.6338,67.2417,22.1965,53.6745,44.618,35.3194,0,40.9491,23.7737,0
PACSIN2,25.155,40.2004,20.7993,38.1658,12.1628,22.8979,19.4665,7.70308,6.89122,4.83249,8.1393,4.23531
PADI1,0.241394,28.31,1.06569,16.2426,0.0562082,0,0.174458,0.430527,0,0.0121142,0.0109552,0.825668
PADI2,1.94923,4.38329,0.441584,6.02978,0,6.07263,2.83757,1.53298,5.31756,3.94126,3.4747,0
PAEP,0,0,0,0,0,0,0,96.8205,0,0,0,0
PAFAH1B1,0,0,0,0,0,0,0,0,0,4.40031,0,0
PAFAH1B2,19.6783,29.62,14.6079,23.0637,8.94343,20.1172,19.3448,16.2828,7.69506,8.91869,10.9605,0
PAG1,1.34763,0,0.839303,1.11282,0.433014,1.91412,3.91973,1.70157,0,0.801384,0,0
PAGE4,0.324432,0,0,0,32.796,0,0,0,0,0.295059,0,0
PAICS,22.0051,27.1385,10.9298,22.23,0,14.3567,32.5053,0,0,13.4753,0,0
PAK2,0,0,0,0,0,0,0,0,0,4.56243,0,0
PALLD,72.0848,31.9538,16.221,9.50498,73.8907,48.3699,49.4336,7.35707,4.15569,5.1779,15.1361,18.7766
PALM,18.1071,16.1326,15.7898,19.4763,49.7278,16.1841,3.11315,11.7092,6.98334,3.68914,5.84165,4.96619
PAM,0,95.5702,0,0,0,0,0,0,0,0,0,0
PAMR1,9.45482,4.3379,0,1.44077,23.584,2.8452,0.629988,0.707577,0.134311,0.576489,0,0.0851942
PANK1,0,0,0,0,0,0,0,0,0,0.815073,0,0
PANX1,0,0,0,0,0,5.86005,0,0,0,0,0,0
PAPL,0.0373517,0.0204123,0,0,0,1.73108,0.84395,0.390038,0,0,0.0697961,0.0508092
PAPOLA,0,0,0,0,0,0,0,0,0,0,0,4.25292
PAPPA,0.963437,0.32041,0.0240807,0.0130011,2.10154,0.286916,3.94329,0.0662156,0.0561674,0.653805,0.364448,0
PAPSS1,31.3635,44.8467,27.4719,28.1791,11.1225,25.3595,29.9398,14.6509,5.08786,4.45048,0,20.7101
PAQR3,0,3.54398,2.09295,1.54593,1.30515,1.5825,16.459,0,0.712703,0.832803,0,0.502528
PAQR8,3.12269,5.98254,3.81163,2.70871,1.11337,2.92257,2.47133,2.0967,0.214136,0.208631,0.589527,0
PARD3,0,0,0,0,0,0,0,0,0,0,0,21.5278
PARD6B,3.79946,8.0841,3.9806,4.91301,0.351427,0,2.21439,0,0,0,0,0.840402
PARK7,313.258,289.117,179.899,312.248,205.402,167.373,293.218,96.9766,53.3729,69.5626,127.189,51.033
PARM1,5.26648,1.02927,1.38249,1.35885,10.2412,1.09329,1.98217,0.296474,0.0964077,0.27557,0.473933,1.01109
PARN,0,0,0,0,0,0,16.7011,0,0,0,0,0
PARP16,0,0,5.85017,4.03769,4.23286,5.48638,3.52106,6.62504,2.15016,1.99289,1.85493,0.811403
PARP4,0,0,12.4617,0,0,0,0,0,0,0,0,0
PARP8,3.21789,4.82954,4.39005,2.48734,0.5669,3.15202,0,11.0408,1.95919,2.83273,1.86841,3.22679
PARVA,17.2772,17.1174,7.55321,7.62437,14.1398,10.0354,14.9497,5.75338,2.68084,2.05332,5.59893,5.29444
PARVB,0,0,0,0,0,0,0,0,0,0,2.64581,0
PASK,0,0,3.57266,3.43387,0.273957,2.33133,6.06074,7.79837,7.44054,0,7.04667,3.49275
PAX2,0,0,24.3033,32.0629,0,0,0,0,0,0,0,0
PAX8,0,0,0,0,0,28.7476,0,0,0,0,0,0
PBK,1.06108,2.97007,0.420537,3.41829,0,3.05877,11.1531,2.76243,3.83042,3.09136,4.03303,0
PBX1,20.7995,0,12.0644,15.423,0,0,3.03329,19.3527,9.26343,10.0792,0,0
PBXIP1,0,46.2539,0,0,0,0,0,0,0,0,11.496,0
PCBP1,167.657,0,132.676,212.774,132.481,222.43,172.224,174.812,0,93.6013,100.752,70.4002
PCDH1,0,0,0,0,0,0,0,30.1274,0,0,0,0
PCDH10,0.162464,0.19828,0.0847987,0.029762,0.535511,0.0725249,0.057224,0.0211681,2.23472,0.0328566,0.573977,0.106706
PCDH11X,0.0097256,0.0189564,0.00681711,0.00905207,0.231683,0.00613619,0.00493838,0.0385088,0.52481,0,0.191864,0
PCDH11Y,0.00214666,0,0,0,0,0,0,0,0,0,0,0.00948863
PCDH18,1.56781,0.506746,0.846055,0.100833,3.1421,0.936182,0.46951,0.315334,0.253904,0,0,0.412534
PCDHA1;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHAC1;PCDHAC2,4.78619,13.0183,5.76371,10.0179,1.39347,0,2.7571,6.18408,1.64698,0.409794,5.67803,0.858299
PCDHB3,0.657851,0,0,0,0.240836,0,0.421597,0.298977,0.0508548,0.0992896,0.143616,0.0871347
PCDP1,6.0759,12.2596,12.2735,2.90453,0,0.0990607,0.101009,0.241183,2.11857,0.0408452,6.72661,0.168839
PCK2,0,0,0,0,0,0,0,0,0,7.53296,0,0
PCMT1,35.9369,31.8136,16.736,27.2969,32.9842,20.147,53.5726,11.0156,5.32271,8.49096,9.39061,7.15928
PCNX,0,0,0,0,0,0,0,0,0,1.32752,0,0
PCOLCE2,4.05812,0.700482,0.805203,0.0549172,7.0703,2.63244,12.1939,0.238322,0,0,1.64285,0
PCTP,11.191,19.9369,0,23.6389,6.8875,0,12.325,7.3505,0,4.96178,2.57752,2.34904
PCYOX1,11.2757,15.4499,6.32203,9.29252,21.2556,0,9.17459,7.59295,1.60591,0,5.28357,2.77938
PCYT1B,0,0,0,0.0824886,0.188726,0.712988,0.118884,0.128007,0.0271086,0.122134,0.0920495,0.134773
PDCD6IP,16.3848,26.6381,14.7376,15.7138,5.97936,12.1511,0,7.49872,0,0,11.2775,4.6826
PDCL,0,0,0,0,0,0,0,0,0,0,3.26601,0
PDE10A,0.409928,0.441119,0.34056,0.226145,0.444193,0.65925,1.24964,0.162793,0.0686021,0.145171,0.178531,2.31541
PDE1A,2.74299,1.59701,0.843516,0.337418,21.318,0.967652,1.92563,2.49241,0,1.38015,3.51091,1.4125
PDE1C,0,0,0,0,8.89863,0,0,0,0,0,0,0
PDE2A,2.39596,0.182654,0.194247,0.0285899,0,1.27888,1.51277,0.180664,0.147924,0.575683,0.384256,1.27155
PDE6G,0.69762,0.557068,0.522396,0.906322,0,7.40351,2.17897,0.136429,0.304597,0.467081,0.633081,2.72564
PDE8B,0,0,0,0,9.07234,0.49948,0,0,0,0,0,0
PDE9A,0,0,0,0,0,10.4123,0,0,0,5.82978,0,0
PDGFB,8.41358,20.5147,4.67952,13.6459,1.93287,14.956,5.44028,0,0.721947,1.85328,0,2.30555
PDGFC,15.2058,37.6438,17.9385,18.3732,14.1773,51.0113,24.0518,14.9275,3.95668,3.23094,4.89215,3.00511
PDGFRA,0,0,0,0,0,0,0,0,0,0,1.95684,0
PDGFRB,0,3.08841,0,0,0,0,0,0,0,0,0,0
PDGFRL,17.5067,12.0518,11.407,17.7518,10.1929,9.60275,15.2382,7.26548,1.69098,4.57399,6.38127,0
PDHB,0,0,0,0,0,0,0,0,7.1877,0,0,0
PDIA3P,77.0135,78.634,44.2994,69.1825,22.1738,108.643,130.066,84.1247,35.7914,41.7386,43.9807,16.3305
PDIA4,0,0,47.8465,0,0,0,107.474,0,0,0,0,0
PDIA5,27.8648,18.8586,16.7736,27.8431,4.53719,21.8186,11.9702,57.9618,0,0,6.73766,1.84907
PDIK1L,2.58931,3.08204,1.27155,2.59164,1.41484,1.24726,2.57283,1.01425,1.49013,0.515144,0.955564,0.398138
PDK1,0,0,1.82302,0,0,0,8.54637,0,0,0,3.15993,0
PDK3,2.60249,1.27406,1.38356,0.849891,2.12225,1.2972,2.29246,0,0.2337,0.906048,0.862908,0.933467
PDK4,0,0,0,15.4151,24.4582,0,0,0,9.00911,0,10.5129,0
PDLIM1,177.904,174.356,114.097,181.859,34.2866,56.5848,32.6881,59.9505,32.1339,26.4066,40.7561,32.0835
PDLIM2,18.872,19.8834,9.70249,7.68247,40.9952,62.4201,10.9934,8.41872,0.958379,7.28056,6.12749,6.93182
PDLIM3,165.062,28.5538,13.906,0.941365,186.163,11.0492,11.563,1.57723,0,8.11398,13.9131,8.95682
PDLIM4,47.7931,28.784,16.0262,27.6412,20.9751,11.2398,3.41705,27.711,2.64905,0,2.54498,6.4032
PDLIM5,27.5198,29.0361,17.6481,14.9268,20.3698,19.2699,22.789,8.59327,0,0,8.92467,0
PDLIM7,97.1282,27.9323,17.2755,11.491,184.937,77.1478,65.0841,52.6535,0,0,42.49,24.4536
PDP2,0,0,0,0,0,0,0,0,0,0,0.811999,0
PDPN,5.04287,5.97926,2.2616,0.254641,1.0382,0,21.3587,1.83627,0.0628465,0,6.27132,7.14615
PDPR,0,0,0,0,0,6.67659,0,0,0,0,0,0
PDS5B,0,0,0,0,0,0,0,0,0,1.9682,0,0
PDSS2,4.43429,5.15135,3.42583,4.90991,2.39117,2.79379,3.60859,0.817613,1.64287,1.41308,0,3.1224
PDXK,0,0,0,0,0,0,0,19.5621,0,0,0,0
PDXP,4.67597,6.58428,4.68814,5.74118,4.18509,0,8.93706,2.85119,0,1.71819,1.77619,1.56352
PDZK1,0.141696,0.16297,0.452774,0.0212002,0,0,0,0.10053,0,0.235082,0,0
PDZK1IP1,90.3309,0,52.9909,142.676,1.52323,90.0755,128.067,176.31,0,39.6242,15.3789,2.6605
PDZRN3,5.15311,4.41591,6.94156,0.377269,23.3252,9.68087,0,1.19934,0.193981,0,0,0
PDZRN4,2.07434,0.171368,0.128573,0,7.25872,0.271865,0.158969,0.110716,0.00965208,0.131654,0.0386775,1.53434
PEAR1,1.83363,0.250919,1.65059,0.123134,6.30257,0.853697,0.832363,0.246833,0.136002,0.904706,0.240192,0
PEF1,0,33.5598,26.0078,0,43.5906,29.3832,30.392,22.8236,20.0909,0,13.8631,13.325
PEG3;ZIM2,0.823697,3.14683,2.45975,0.800257,6.1222,7.94132,0.31937,1.47428,0.873494,0.428083,0.172728,0.291297
PEMT,0,0,0,0,0,0,0,22.4,0,0,0,0
PER3,4.19138,0,0,0,0,0,0,0,0,0,0,0
PERP,36.9875,237.562,86.0153,70.3908,2.02214,11.2039,42.8586,9.56571,16.6755,16.9109,15.9266,2.6534
PES1,34.8561,38.1072,23.1707,40.6491,19.7095,35.8166,28.6689,12.258,6.88469,11.139,9.21894,2.77704
PEX11A,3.01274,3.81591,3.5583,3.20136,3.73954,2.88259,1.4169,2.56296,1.10413,1.69637,0,0.252211
PEX12,2.96985,3.85488,2.73941,2.73372,2.11277,3.29943,3.38007,1.22015,1.04195,0.6204,0.591853,0.329657
PEX16,14.1896,12.987,10.5146,17.7114,8.6422,10.7166,13.8898,9.82535,4.07545,3.27137,3.90869,1.96246
PEX19,13.6162,16.6873,8.46623,11.2072,12.7209,11.9733,11.7808,7.67546,1.76934,4.64666,6.77454,0
PEX2,13.5751,17.4537,4.62596,4.72126,5.08284,4.32462,28.1203,4.85938,0,0,0,1.85024
PFDN5,784.199,696.634,686.569,663.627,892.449,521.876,697.226,239.214,183.973,195.189,270.275,248.02
PFKFB3,0,0,0,0,0,0,0,0,0,9.2866,0,0
PFKFB4,2.45738,0,0.616828,0,0.688811,15.4356,3.95037,3.60344,0.70251,0.698626,4.91912,0
PFKL,59.957,78.3166,37.7281,69.8491,28.0303,115.74,41.6958,65.7307,16.6743,24.6334,40.8328,14.5832
PFKP,83.0657,120.026,62.0489,117.018,25.2541,78.2378,52.2506,58.678,13.4573,17.571,0,12.7076
PGA5,0,0,0,0,0,0,0,0,0,0,3.04289,0
PGBD5,3.58058,5.80046,1.9553,3.00245,0.163929,4.73984,0.872143,1.18814,0.0436184,0.535937,0.206055,0.606298
PGD,0,48.7652,0,0,6.96802,0,0,15.6157,0,0,0,15.5733
PGK1,0,193.304,43.3753,99.358,22.955,193.582,183.122,67.1903,16.0538,36.6152,31.4009,17.118
PGM1,21.3552,45.1438,20.3828,14.3408,14.9267,0,37.8532,14.2461,2.71078,0,16.5927,2.03131
PGM2,5.02819,6.10959,0,4.2174,2.07629,5.08042,11.3617,2.7824,0.652183,0,0,2.40728
PGM2L1,0,0,5.00722,0,0,0,0,10.1933,0,0,0,0
PGPEP1,0,9.69058,10.1924,5.99664,7.46837,0,4.05798,12.2415,4.23349,1.42053,2.28771,0
PGRMC1,46.5769,64.0077,50.5165,28.8257,49.9057,47.6674,51.039,61.0349,0,23.9996,39.1884,6.45897
PGRMC2,16.2856,15.6636,8.79943,10.6598,11.5152,21.0935,20.0522,12.075,5.38294,5.48293,6.41242,2.50049
PHACTR3,2.80934,7.15943,7.67133,13.5712,0.0604788,1.72733,0.0211064,0.142865,3.22115,0.107882,3.67352,0.112542
PHACTR4,12.8261,0,0,0,0,0,0,0,0,0,0,0
PHAX,9.14306,12.2239,7.02098,9.97293,7.62559,7.81644,13.5193,6.47706,5.02162,2.21508,0,3.44038
PHB,0,0,0,0,0,0,0,0,7.69975,0,0,4.53767
PHB2,151.1,171.429,98.5246,189.758,167.03,131.98,85.1963,93.7883,0,102.276,85.0865,15.2479
PHEX,0,0,0,0,0,0,0.961462,0,0,0,0,0
PHF1,19.3635,21.6346,16.9761,14.2161,49.2529,32.1891,19.1139,28.0111,29.9676,10.5485,0,22.1488
PHF2,8.91067,11.1848,11.4893,0,6.61185,9.1846,7.39307,11.1857,3.22042,3.62455,0,5.87945
PHF23,16.9615,20.9152,12.1634,23.5457,11.4373,16.2916,18.9786,9.88793,2.56569,5.83191,6.01356,3.10557
PHF3,0,0,0,0,0,0,7.97519,0,0,0,0,0
PHF6,0,0,0,0,0,7.61344,0,0,0,0,0,0
PHGDH,11.2326,13.1916,3.023,24.2199,27.3143,110.678,12.0892,117.597,11.6475,15.4908,25.959,0.947627
PHLDA1,3.80925,10.7562,8.15152,13.074,1.29335,8.75111,9.92839,2.01943,0,2.86184,0,6.96407
PHLDB2;PLCXD2,4.99818,1.3426,0.299035,0.114218,11.7746,2.16134,6.36421,1.7527,1.4219,0,0,0
PHYH,7.75326,10.8679,7.92587,7.20245,0,12.7407,19.0887,9.25407,0,4.76664,4.80957,4.33058
PHYHD1,8.046,12.7131,16.6635,14.1673,0,10.9611,1.74836,14.9698,0.705658,4.92878,4.92794,0
PHYHIP,4.78809,1.39546,0,0.797824,24.1109,2.64198,0.131032,0.448918,0,0.10302,0.0995522,1.29956
PI15,1.12101,0,0,0,5.91144,0.0192182,0.557167,0.0386786,0.0241725,0.585128,0.115911,0.148518
PI3,41.4363,10.0065,8.22668,42.9511,0,8.33995,1488.03,19.4611,8.59178,9.94692,57.3673,1.4124
PI4K2A,5.89261,6.82464,3.9515,4.2709,4.36247,12.2815,12.9475,7.01982,0,0,0,0
PI4K2B,0,0,0,0,0,4.2075,0,0,0,0,0,0
PIANP,0,0,0,0,0,0,0,0,0,0,2.80732,0
PID1,3.55422,5.55011,3.70604,1.1329,25.859,3.02051,1.79927,0.564377,0.0423526,0.227767,0.483004,1.02991
PIF1,0,0,0,0,0,0,0,0,0,0,0,3.52425
PIFO,26.0817,66.2861,100.161,27.4908,2.5966,1.74273,0.444247,2.97014,2.39982,0.836419,4.34022,0.536018
PIGN,3.6261,5.3928,5.49951,6.16545,2.22933,2.20643,8.93342,2.90003,4.28328,0,0,0
PIGP,40.2017,0,29.778,48.205,24.2107,26.8692,32.0432,23.1225,13.4179,7.79939,0,5.33263
PIGR,9.09254,2.44272,12.0778,0.683339,0.14147,2.91543,0,0.373794,0,0,0.304744,0.255661
PIGS,0,0,0,0,0,0,0,0,0,0,0,1.4765
PIGW,2.20742,0,1.82241,2.80183,0.309817,1.98808,5.30867,1.84573,1.08653,0.944188,0,0.394923
PIH1D1,0,0,0,0,0,0,0,0,13.0548,0,0,0
PIH1D3,1.48989,5.37075,3.43834,0,0,0,0,0.075478,0.0501694,0.681963,0.729775,0.0604102
PIK3AP1,2.45097,0,0,0,0,7.84809,0,0,0,0,0,0
PIK3IP1,13.6456,17.0182,12.9871,11.5763,24.4024,24.2342,9.32193,10.9178,0,3.40917,3.97345,5.23671
PIK3R3,3.17971,1.50029,2.59622,1.21118,0.243997,7.00194,5.44482,9.25679,0,3.71382,1.67086,1.01429
PIK3R5,1.35162,0,0.697414,0.423596,0.155601,5.73102,7.37802,0.612463,0.951891,2.35513,1.75733,0
PIM2,0,0,0,0,0,0,64.3863,0,0,0,0,0
PIN1,33.348,36.6736,31.5062,42.4636,42.3701,30.2588,22.3094,27.6868,3.65236,9.1054,12.9448,5.51309
PINK1,0,0,0,0,0,0,0,0,0,0,0,3.41416
PIP,7.64214,12.2423,0.98502,9.26834,0,0.498937,0,2.73143,0.319172,0.326857,0,0
PIP4K2A,9.47554,6.22998,3.3774,4.50544,6.71057,8.21765,16.5166,3.66662,1.51831,2.86442,3.39159,0
PIP4K2B,0,0,0,0,0,0,0,0,0,0,0,2.71879
PIP4K2C,14.4328,22.2514,8.95819,14.0025,7.1842,11.4614,20.2661,0,0,7.4211,10.9031,0
PIPOX,0,0,0,0,0,0,0,0,0,0,0,1.74213
PITPNB,0,0,0,0,0,0,0,0,2.23446,0,0,0
PITPNC1,6.20733,5.7371,3.5476,5.94721,0.743164,0.88486,4.05211,1.73444,0.144691,2.69409,0,0.542467
PITPNM1,24.5182,53.9708,24.6158,0,1.3653,14.053,0,0,12.1405,5.2847,7.30475,3.16939
PITPNM3,0,9.29584,3.89045,7.3482,2.0526,3.46277,0.758606,3.43042,2.44866,1.42157,0.783283,0.977025
PIWIL1,1.43746,0.379711,0,3.4035,0,0.194002,0.0088233,0.404408,0.00887154,0,0.170935,0
PJA2,27.2089,24.7805,12.3391,12.9099,27.9085,13.6065,32.1744,9.69616,5.71871,3.95265,5.24437,0
PKD1L2,0.215478,1.70924,0,0.947066,3.05117,0,0.145115,6.19276,0,0.31987,0.39628,2.0442
PKD2L1,0,0,0,0,0,0,0,0,0,0,0,4.17752
PKDCC,20.5474,9.01143,23.9716,2.5115,15.0739,39.6877,3.06468,3.88422,3.88073,4.57842,4.17668,3.42052
PKIB,2.0146,3.79439,1.59873,4.59178,0.393072,3.25989,11.0486,2.13628,0.730218,1.51234,1.12433,2.1516
PKIG,0,46.5818,41.4694,31.8349,206.037,25.0831,12.756,16.8034,7.92333,7.77403,18.6397,8.80131
PKM,0,0,0,0,87.0163,0,0,0,0,0,122.279,98.6071
PKP2,19.2927,30.3482,11.3274,14.8954,0.388805,12.8807,2.01346,0,0,0,11.9615,0
PKP3,21.7421,36.8139,26.1411,48.3446,0.553815,18.2542,18.0837,17.1731,40.1123,0,9.08206,2.50425
PKP4,0,0,22.6653,0,0,0,0,0,0,0,0,0
PLA2G15,0,0,0,0,0,18.1766,0,0,0,0,0,0
PLA2G16,0,0,0,0,0,104.197,0,0,0,0,0,0
PLA2G2A,464.159,4.04587,1.17883,0.207312,42.9164,2.23423,22.8794,0,1.20566,5.15517,9.0798,0.326802
PLA2G2D,1.04045,0.0566342,0.0330214,0.0286919,0.350974,0.602906,13.0638,0.0418645,0.442588,0.0294416,0.40363,1.7262
PLA2G4A,0,0,8.82282,0,0,0,2.37807,0,0,0,0,0
PLAC8,0,0,0,0,0.144691,0.458297,0.981742,0.0794097,0.401195,0.366443,0.904342,0.333071
PLAC9,0,0,0.867231,0.886059,100.194,0.313293,1.0354,0.215287,0,0,0,0
PLAG1,2.59409,2.79856,2.7649,2.49154,0,1.55951,0.255229,2.43398,0.148592,0.303301,1.38587,0.270328
PLAGL2,4.60492,8.15884,2.91735,6.65197,1.0661,5.08849,0,6.13606,4.93236,4.03825,0,0.26753
PLAT,71.3981,78.4667,94.7732,0,15.0275,26.975,25.5482,17.4095,7.10554,14.1002,15.0234,0
PLAU,7.35023,11.9853,0,3.75187,0,13.2181,0,3.03817,4.08103,1.5788,4.25897,0
PLAUR,25.161,58.7254,0,44.9946,4.43881,61.6903,51.6303,0,0,0,10.2302,0
PLCB4,4.11498,3.28194,7.05249,2.3539,7.76354,0.779311,0,1.26407,1.00333,0.901379,0,2.53514
PLCD3,24.0624,59.4776,20.6051,37.3345,6.29386,27.7554,8.01197,40.7109,17.2417,15.8145,13.0432,0
PLCE1,0,0,0,0,0.731037,0,0,0,0,0,0,0
PLCG2,0,4.74263,7.16619,7.44158,0,5.67449,12.0783,9.38333,1.10042,2.71356,2.28176,4.3826
PLCH1,2.28598,0,0,2.02039,0.0468312,0.260866,0.0334947,0.422653,0.421116,1.04472,0.975216,0
